works,value,students,classWidth,classLength
1,9.163745122594337,15,20,28
1,5.294161813402813,16,20,28
1,3.6189047100116185,16,20,28
1,3.6189045399548734,17,20,28
1,3.618905058910642,17,20,28
1,5.294161846586335,18,20,28
1,3.618904585215194,18,20,28
1,3.6189049879134427,19,20,28
1,3.6189047503885914,19,20,28
1,3.618904823125182,5,20,29
1,3.6189046998656953,5,20,29
1,5.294161902542932,6,20,29
1,9.163745130776789,6,20,29
1,3.6189044880595147,7,20,29
1,5.315405987182205,7,20,29
1,5.294161856106263,8,20,29
1,3.6189051734498445,8,20,29
1,3.618904802811699,9,20,29
1,3.618904455004969,9,20,29
1,3.6189047787231283,10,20,29
1,5.294161628780884,10,20,29
1,3.646030023782549,11,20,29
1,5.294161645832651,11,20,29
1,5.2941618188053035,12,20,29
1,3.646030553825996,12,20,29
1,3.61890443277072,13,20,29
1,5.812279909124114,13,20,29
1,5.294161932673899,14,20,29
1,3.618904697097607,14,20,29
1,3.618904716605959,15,20,29
1,3.6189057084612233,15,20,29
1,3.6189045342236716,16,20,29
1,3.618904607167187,16,20,29
1,3.6189048842359672,17,20,29
1,3.6189047240021797,17,20,29
1,3.618904413482802,18,20,29
1,14.216287619818718,18,20,29
1,3.618904917879232,19,20,29
1,3.6189048605395455,19,20,29
1,5.294161592496157,5,20,30
1,3.6460305595196245,5,20,30
1,3.61890455571184,6,20,30
1,3.61890443769949,6,20,30
1,3.6189044216485544,7,20,30
1,3.6189051411260573,7,20,30
1,3.6189048379743447,8,20,30
1,3.618905376514901,8,20,30
1,3.6189044340927787,9,20,30
1,3.6189049293868902,9,20,30
1,8.1971810276842,10,20,30
1,3.646030007445543,10,20,30
1,3.618904688992909,11,20,30
1,3.618904796894947,11,20,30
1,3.618905079634626,12,20,30
1,3.61890473778632,12,20,30
1,3.6189044200420066,13,20,30
1,3.6460304530732066,13,20,30
1,3.6189050725818035,14,20,30
1,8.197180148788922,14,20,30
1,3.6189048116005655,15,20,30
1,3.6189044122594445,15,20,30
1,3.6189046841626284,16,20,30
1,3.6189046232564657,16,20,30
1,3.6189049610894193,17,20,30
1,8.197180111381577,17,20,30
1,3.618905005804524,18,20,30
1,3.618904430326908,18,20,30
1,3.6189047695712313,19,20,30
1,3.618904690611296,19,20,30
1,3.61890510234332,5,20,31
1,3.6189048037089684,5,20,31
1,3.618904745034518,6,20,31
1,3.618905108918223,6,20,31
1,3.6189045692774697,7,20,31
1,3.6189115260447373,7,20,31
1,3.6189044934470083,8,20,31
1,8.222024794035795,8,20,31
1,4.226459965300652,9,20,31
1,5.29416195461062,9,20,31
1,3.6189052032821856,10,20,31
1,5.294161766837803,10,20,31
1,3.618904449410685,11,20,31
1,3.6189050390241806,11,20,31
1,3.6189046923584387,12,20,31
1,5.812279744757028,12,20,31
1,3.6189050616819887,13,20,31
1,3.6189052833967716,13,20,31
1,3.618904877011789,14,20,31
1,3.684187615508443,14,20,31
1,8.197180508456567,15,20,31
1,3.618904677335897,15,20,31
1,5.812279768823401,16,20,31
1,8.197180205464983,16,20,31
1,3.618904493065807,17,20,31
1,3.6189045156768853,17,20,31
1,3.618904573581482,18,20,31
1,8.222024291238466,18,20,31
1,5.294162190207341,19,20,31
1,4.226459359702795,19,20,31
1,3.618904584526865,5,20,32
1,3.6189045568061418,5,20,32
1,3.6189046626323136,6,20,32
1,3.6189047115810444,6,20,32
1,16.208620580021776,7,20,32
1,4.2264603898135125,7,20,32
1,3.6189045961015895,8,20,32
1,4.226459963730614,8,20,32
1,3.61890462805845,9,20,32
1,3.6189046184515843,9,20,32
1,3.6189046010830968,10,20,32
1,3.618904754602832,10,20,32
1,3.6189046687571693,11,20,32
1,3.6189046792027817,11,20,32
1,3.6189045783552847,12,20,32
1,4.226459314763401,12,20,32
1,13.964547787661038,13,20,32
1,3.6189048116144455,13,20,32
1,3.618904636233442,14,20,32
1,3.618904682007019,14,20,32
1,5.294161701257669,15,20,32
1,3.618904412046649,15,20,32
1,5.294161621883339,16,20,32
1,3.6189045090386207,16,20,32
1,5.294161778066513,17,20,32
1,4.2264595717277,17,20,32
1,3.61890476749679,18,20,32
1,3.618904721885893,18,20,32
1,4.2264595209983336,19,20,32
1,3.618904673059784,19,20,32
1,5.294161985649333,5,20,33
1,3.6460307791531346,5,20,33
1,5.294161777279303,6,20,33
1,3.618904534879501,6,20,33
1,5.294161654207738,7,20,33
1,3.6189050513981194,7,20,33
1,5.812279991770578,8,20,33
1,3.6189048250775815,8,20,33
1,3.61890475849037,9,20,33
1,3.6189051830765293,9,20,33
1,3.618905272413652,10,20,33
1,5.294161957584323,10,20,33
1,3.6189045847656103,11,20,33
1,3.6189044257280587,11,20,33
1,3.618905291069353,12,20,33
1,3.618905446696722,12,20,33
1,3.6189044719826127,13,20,33
1,4.226459433716478,13,20,33
1,3.618904558885248,14,20,33
1,5.294162502890565,14,20,33
1,23.688484013933063,15,20,33
1,3.618904647731614,15,20,33
1,3.6189044161128483,16,20,33
1,3.618904779433474,16,20,33
1,3.618904701937831,17,20,33
1,5.812280015725292,17,20,33
1,8.197180351145285,18,20,33
1,3.618904687383348,18,20,33
1,3.618905031414161,19,20,33
1,3.6189044379033803,19,20,33
1,3.6189049937414226,5,20,34
1,3.618905102838483,5,20,34
1,3.618904527895237,6,20,34
1,4.22645918977559,6,20,34
1,5.294161759845786,7,20,34
1,3.618904465222003,7,20,34
1,8.22202442034682,8,20,34
1,3.6189044614118377,8,20,34
1,3.618904996302339,9,20,34
1,5.294161638808404,9,20,34
1,3.618904687156394,10,20,34
1,4.226459583584662,10,20,34
1,3.6189049737695664,11,20,34
1,5.294162055386449,11,20,34
1,3.6460301953410754,12,20,34
1,3.618904608774308,12,20,34
1,3.6189045207963857,13,20,34
1,3.6189046131979428,13,20,34
1,5.294161555597452,14,20,34
1,5.294161750017362,14,20,34
1,3.6189048380260074,15,20,34
1,5.294161824551569,15,20,34
1,5.294161811536276,16,20,34
1,4.226460037414641,16,20,34
1,3.6189048092548775,17,20,34
1,8.197180437428955,17,20,34
1,3.61890526684529,18,20,34
1,3.6189043918894988,18,20,34
1,8.197180366506664,19,20,34
1,3.618904427673466,19,20,34
1,3.618905043454925,5,20,35
1,3.618904518869039,5,20,35
1,3.6189047605948463,6,20,35
1,14.216288242617654,6,20,35
1,3.6189069062824664,7,20,35
1,5.315406379026983,7,20,35
1,3.6189046009920025,8,20,35
1,5.294161995514244,8,20,35
1,16.324296895107256,9,20,35
1,3.6189047996509602,9,20,35
1,9.163745026601948,10,20,35
1,5.294162020907848,10,20,35
1,3.6189048085739857,11,20,35
1,4.226459725335664,11,20,35
1,3.6189048320120523,12,20,35
1,3.618904570615554,12,20,35
1,3.6189053239774154,13,20,35
1,3.618905070840014,13,20,35
1,5.315406312592193,14,20,35
1,3.618905331432656,14,20,35
1,3.6189045009359777,15,20,35
1,3.6189045189085967,15,20,35
1,3.618904376403606,16,20,35
1,3.618905011084175,16,20,35
1,3.6189049568216585,17,20,35
1,5.294161797300054,17,20,35
1,3.6189045600834158,18,20,35
1,3.618914232895447,18,20,35
1,3.6189061133133342,19,20,35
1,14.216287923663272,19,20,35
1,3.6189049602601404,5,20,36
1,5.294161817773924,5,20,36
1,3.618904905965254,6,20,36
1,3.6189049707069416,6,20,36
1,3.6189045226112,7,20,36
1,3.618904977707551,7,20,36
1,5.2941622209509065,8,20,36
1,3.6189049373077924,8,20,36
1,3.6189048186731965,9,20,36
1,3.618904701999719,9,20,36
1,3.618904863009978,10,20,36
1,3.6189045469311125,10,20,36
1,3.6189054967702297,11,20,36
1,3.6189046344650424,11,20,36
1,3.6189045279830907,12,20,36
1,3.61890462163022,12,20,36
1,3.618904847756597,13,20,36
1,5.812279643775046,13,20,36
1,16.096084062868904,14,20,36
1,8.197180103251446,14,20,36
1,5.294161620920553,15,20,36
1,3.6189047944452364,15,20,36
1,4.226459797968218,16,20,36
1,3.6189043987841685,16,20,36
1,3.6189047493369166,17,20,36
1,3.618904888899905,17,20,36
1,3.6189046514061327,18,20,36
1,3.6189045307632406,18,20,36
1,3.6189045972518086,19,20,36
1,3.6189046741761017,19,20,36
1,3.6189045499186396,5,20,37
1,3.6189050076372444,5,20,37
1,3.6189056187205164,6,20,37
1,5.294161788738558,6,20,37
1,3.618904552635092,7,20,37
1,3.646030237759479,7,20,37
1,3.6189045926939873,8,20,37
1,3.6189046691373106,8,20,37
1,5.294161884560049,9,20,37
1,3.6189049662611095,9,20,37
1,3.618905136613268,10,20,37
1,5.294161699321422,10,20,37
1,5.294161815522829,11,20,37
1,3.6189043895727555,11,20,37
1,3.618904584720813,12,20,37
1,3.618905064157489,12,20,37
1,3.6189046138695717,13,20,37
1,9.163745148484821,13,20,37
1,3.6189051500078575,14,20,37
1,5.294161807174291,14,20,37
1,3.61890465528043,15,20,37
1,3.6189047781013284,15,20,37
1,5.2941620932244975,16,20,37
1,5.812281892215739,16,20,37
1,3.6189044892305082,17,20,37
1,5.812279798432395,17,20,37
1,4.226459956230369,18,20,37
1,3.618905230302344,18,20,37
1,3.6189054707615793,19,20,37
1,3.6189046946624988,19,20,37
1,3.6189045275551015,5,20,38
1,3.6189049231046124,5,20,38
1,3.618904855129898,6,20,38
1,3.618904890214901,6,20,38
1,3.61890478362114,7,20,38
1,5.294162228104772,7,20,38
1,8.19718055151238,8,20,38
1,4.226459406718496,8,20,38
1,4.226459998724761,9,20,38
1,3.618904787399049,9,20,38
1,3.618905167618101,10,20,38
1,8.197180193555962,10,20,38
1,3.618906374392066,11,20,38
1,5.812279535673726,11,20,38
1,3.618905125677662,12,20,38
1,3.6189048445203333,12,20,38
1,4.22645922770652,13,20,38
1,8.197180499844393,13,20,38
1,3.6189043957029052,14,20,38
1,5.29416161209732,14,20,38
1,3.6189052192331346,15,20,38
1,3.6189047318404706,15,20,38
1,4.226459229074437,16,20,38
1,3.618904947260383,16,20,38
1,3.6189048722622577,17,20,38
1,3.618904540245193,17,20,38
1,3.6189045705383847,18,20,38
1,3.618904807516875,18,20,38
1,3.6189044791786835,19,20,38
1,5.294162122413027,19,20,38
1,3.6189049388460233,5,20,39
1,3.6189321888535186,5,20,39
1,5.294162892952925,6,20,39
1,3.6189045558597215,6,20,39
1,5.2941736952464495,7,20,39
1,5.294162280773879,7,20,39
1,3.61890493030872,8,20,39
1,3.618905148393137,8,20,39
1,3.618904898996996,9,20,39
1,3.618904426900239,9,20,39
1,3.61890484059388,10,20,39
1,3.618904389760693,10,20,39
1,3.6189045871747734,11,20,39
1,3.6189049323780735,11,20,39
1,3.618904713148202,12,20,39
1,3.618904431022641,12,20,39
1,4.226459360167682,13,20,39
1,3.6189049235596062,13,20,39
1,3.6189044901757663,14,20,39
1,4.22645939614164,14,20,39
1,8.22202434611041,15,20,39
1,3.618904591255755,15,20,39
1,3.6189050130906115,16,20,39
1,3.6189045493794194,16,20,39
1,13.964547542284738,17,20,39
1,3.618904583673372,17,20,39
1,5.294162256796223,18,20,39
1,3.618904601397713,18,20,39
1,3.6189045475901764,19,20,39
1,3.618904924970189,19,20,39
1,3.618904406974723,5,21,20
1,3.6189046425396802,5,21,20
1,3.6189043955613185,6,21,20
1,3.646585543834062,6,21,20
1,16.096083965259524,7,21,20
1,3.6189044408801285,7,21,20
1,5.294161827220806,8,21,20
1,5.294161787878982,8,21,20
1,3.6189050292897975,9,21,20
1,3.618904809155469,9,21,20
1,5.812279787612097,10,21,20
1,3.6189049616994295,10,21,20
1,5.294161669444689,11,21,20
1,3.6189049456947733,11,21,20
1,3.6189058278619775,12,21,20
1,8.22202455169092,12,21,20
1,3.618904702173577,13,21,20
1,4.226459406395289,13,21,20
1,8.197180222495774,14,21,20
1,3.618904898993671,14,21,20
1,3.618904789696017,15,21,20
1,3.6189049211051922,15,21,20
1,4.226459694155732,16,21,20
1,5.29416190007499,16,21,20
1,3.6189046571441397,17,21,20
1,4.226459431264615,17,21,20
1,3.6189046365098494,18,21,20
1,16.208620505029366,18,21,20
1,3.6189044755871675,19,21,20
1,3.6189046397017366,19,21,20
1,8.197180349572138,5,21,21
1,8.22202423014677,5,21,21
1,3.618904562786665,6,21,21
1,3.6189046753658918,6,21,21
1,9.163745431689103,7,21,21
1,3.6189047540908117,7,21,21
1,3.6189044625284996,8,21,21
1,3.618904513806952,8,21,21
1,8.222024934504406,9,21,21
1,8.222024363018027,9,21,21
1,3.618907071000371,10,21,21
1,5.294162067462488,10,21,21
1,3.618904787407436,11,21,21
1,3.618904678479067,11,21,21
1,3.618904714865681,12,21,21
1,3.618904607930862,12,21,21
1,3.618904663027588,13,21,21
1,3.618904721423757,13,21,21
1,5.294161789067806,14,21,21
1,5.2941616639507405,14,21,21
1,5.294163935313789,15,21,21
1,4.226460917667118,15,21,21
1,3.6189045449650723,16,21,21
1,3.618904580010575,16,21,21
1,5.294162137122489,17,21,21
1,3.618904930067235,17,21,21
1,3.646030551903525,18,21,21
1,3.618904798929288,18,21,21
1,5.294161789285063,19,21,21
1,5.2941617129657,19,21,21
1,3.61890468361384,5,21,22
1,3.6189056848270527,5,21,22
1,3.618904610109447,6,21,22
1,3.6189047341100697,6,21,22
1,4.226459440204631,7,21,22
1,3.6189049247885112,7,21,22
1,3.6189045032756098,8,21,22
1,5.812280121845015,8,21,22
1,3.6189047737112996,9,21,22
1,14.21628776816932,9,21,22
1,3.618904521003227,10,21,22
1,3.6460301237007826,10,21,22
1,3.6189044912340895,11,21,22
1,3.61890504692348,11,21,22
1,4.226459747808146,12,21,22
1,3.6189046031962735,12,21,22
1,8.22202456156785,13,21,22
1,3.6189044081319093,13,21,22
1,5.29416184089413,14,21,22
1,3.6189044103040646,14,21,22
1,3.6460311085017167,15,21,22
1,8.222024466533766,15,21,22
1,8.222024384548867,16,21,22
1,3.6189048552894016,16,21,22
1,3.6189044299957387,17,21,22
1,3.6189047854510923,17,21,22
1,3.6189047842104167,18,21,22
1,4.226459871275924,18,21,22
1,5.294161855588112,19,21,22
1,3.6189049705658367,19,21,22
1,3.618904965663995,5,21,23
1,5.812279733021561,5,21,23
1,5.294162465496219,6,21,23
1,3.6189046910665654,6,21,23
1,5.294161988276695,7,21,23
1,4.226459832208807,7,21,23
1,3.618904630626234,8,21,23
1,3.6189047999746577,8,21,23
1,3.6189047317626697,9,21,23
1,4.22645929367145,9,21,23
1,3.6189051727644457,10,21,23
1,3.6189046690841526,10,21,23
1,5.294161789835939,11,21,23
1,5.294161749099257,11,21,23
1,3.618904520504391,12,21,23
1,5.294161875316044,12,21,23
1,8.197180793697633,13,21,23
1,3.618907800140353,13,21,23
1,5.294162908863949,14,21,23
1,5.812279805278907,14,21,23
1,3.6189045847796337,15,21,23
1,14.216287716955671,15,21,23
1,3.618904529788495,16,21,23
1,3.618904651262427,16,21,23
1,3.6189056223608005,17,21,23
1,3.618905000911708,17,21,23
1,3.6189048023071764,18,21,23
1,3.6189044811845203,18,21,23
1,5.812280415408623,19,21,23
1,3.618905357056061,19,21,23
1,3.6189046139948453,5,21,24
1,3.618904453775565,5,21,24
1,8.19718011741854,6,21,24
1,3.6189050571611547,6,21,24
1,3.6189045422906623,7,21,24
1,5.294164498105706,7,21,24
1,3.6189048381246844,8,21,24
1,3.6189049455777904,8,21,24
1,9.163745438581014,9,21,24
1,3.618905169562774,9,21,24
1,5.294161540779259,10,21,24
1,3.618905143985757,10,21,24
1,3.618904515857608,11,21,24
1,3.6189050872594235,11,21,24
1,3.61890459720051,12,21,24
1,3.6189045363442705,12,21,24
1,5.29416243873028,13,21,24
1,3.6189046561655185,13,21,24
1,5.294162106993236,14,21,24
1,5.294161902397123,14,21,24
1,4.226459795191611,15,21,24
1,3.618904470136873,15,21,24
1,3.61890454767514,16,21,24
1,3.618904719927825,16,21,24
1,3.6189047660824065,17,21,24
1,5.812279977881389,17,21,24
1,3.618904775745238,18,21,24
1,3.618904563570428,18,21,24
1,3.646030191947629,19,21,24
1,3.618904524810953,19,21,24
1,3.618904514017596,5,21,25
1,3.6189058882066822,5,21,25
1,3.6189045704764222,6,21,25
1,3.6189051135353947,6,21,25
1,5.294161852633538,7,21,25
1,5.294161993769723,7,21,25
1,3.618904581379814,8,21,25
1,3.6189046318490803,8,21,25
1,5.294176798606699,9,21,25
1,3.618904615881259,9,21,25
1,3.6189049131960185,10,21,25
1,5.294161490532672,10,21,25
1,8.197180504837503,11,21,25
1,3.6189044841116447,11,21,25
1,4.2264594333345125,12,21,25
1,3.618904838009182,12,21,25
1,3.618904585159254,13,21,25
1,8.197180100285166,13,21,25
1,3.6189050313995548,14,21,25
1,3.6189049734760323,14,21,25
1,15.613876349278074,15,21,25
1,3.6460300859841253,15,21,25
1,4.226459441405972,16,21,25
1,3.6460301092747485,16,21,25
1,5.812279894049186,17,21,25
1,8.22202415276016,17,21,25
1,3.6189056988727692,18,21,25
1,9.16374564027375,18,21,25
1,5.294162475999305,19,21,25
1,3.6189047881333627,19,21,25
1,4.226459914347091,5,21,26
1,3.618904990273095,5,21,26
1,3.618904547492619,6,21,26
1,3.6189047898550495,6,21,26
1,5.294161559206715,7,21,26
1,5.294161759019196,7,21,26
1,3.646586090121148,8,21,26
1,3.6189048380796045,8,21,26
1,3.6189053340311967,9,21,26
1,3.6189045864669507,9,21,26
1,3.618904650881901,10,21,26
1,3.6460299598145958,10,21,26
1,3.618904664450668,11,21,26
1,3.6189050361623316,11,21,26
1,3.6189049228750276,12,21,26
1,3.6189046427206546,12,21,26
1,3.6189048718903325,13,21,26
1,5.294161811899335,13,21,26
1,5.294161688708875,14,21,26
1,14.216287642681474,14,21,26
1,3.618904569453913,15,21,26
1,3.618904862238991,15,21,26
1,3.6189044773477246,16,21,26
1,3.618904585603621,16,21,26
1,3.618904702563617,17,21,26
1,15.650154001710169,17,21,26
1,3.6189049337883064,18,21,26
1,3.6189054303165586,18,21,26
1,8.22202474579221,19,21,26
1,5.294162179807033,19,21,26
1,3.6189049112451133,5,21,27
1,3.6189046357879113,5,21,27
1,5.294161820119615,6,21,27
1,3.6189047094664994,6,21,27
1,5.294161852254608,7,21,27
1,4.226459593856907,7,21,27
1,3.618904991833268,8,21,27
1,3.618904670974529,8,21,27
1,3.618904476192363,9,21,27
1,3.6189044691699497,9,21,27
1,3.6189050605323203,10,21,27
1,3.618904403301211,10,21,27
1,5.294161722173003,11,21,27
1,3.6189046331491004,11,21,27
1,8.222024642940978,12,21,27
1,3.6189044220540167,12,21,27
1,15.650154072869904,13,21,27
1,3.6189046383120838,13,21,27
1,3.6189049953103507,14,21,27
1,3.6189049014122396,14,21,27
1,5.29416203451985,15,21,27
1,3.618904713756989,15,21,27
1,5.2941616696849785,16,21,27
1,5.812279798393289,16,21,27
1,3.6189048067193617,17,21,27
1,3.618906710978419,17,21,27
1,3.6189046926113386,18,21,27
1,8.197180680209671,18,21,27
1,5.2941615929741115,19,21,27
1,3.6189068999715905,19,21,27
1,3.6189049610183535,5,21,28
1,3.6189047832782433,5,21,28
1,3.6189048935016177,6,21,28
1,3.6460308713531724,6,21,28
1,3.618904512290621,7,21,28
1,3.6189048899609686,7,21,28
1,3.618904827172221,8,21,28
1,3.6189044987399672,8,21,28
1,17.90030881521622,9,21,28
1,3.6189053689795045,9,21,28
1,3.6189045403526325,10,21,28
1,3.618904827386431,10,21,28
